address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"5921 1st Ave S, Birmingham, AL 35212",35212,SINGLE_FAMILY,FOR_SALE,House for sale,148999.0,141385,141385,775,3,1.0,1275,1940,$901 (Dec 30),30,$901 (Dec 30),PRICE_REDUCTION,956591,956591,https://www.zillow.com/homedetails/5921-1st-Ave-S-Birmingham-AL-35212/956591_zpid/
"148 Sunburst Cir, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,88000.0,85641,85641,830,3,2.0,1008,1987,"$22,000 (Dec 30)",31,"$22,000 (Dec 30)",PRICE_REDUCTION,906682,906682,https://www.zillow.com/homedetails/148-Sunburst-Cir-Birmingham-AL-35215/906682_zpid/
"3748 Country Club Dr APT D, Birmingham, AL 35213",35213,CONDO,FOR_SALE,For sale by owner,192500.0,173666,173666,1240,2,2.0,1124,1960,,31,31 days on Zillow,DAYS_ON,2127682589,2127682589,https://www.zillow.com/homedetails/3748-Country-Club-Dr-APT-D-Birmingham-AL-35213/2127682589_zpid/
"973 N Martinwood Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,Foreclosure,94900.0,,,875,3,1.0,1416,1955,,33,33 days on Zillow,DAYS_ON,898907,898907,https://www.zillow.com/homedetails/973-N-Martinwood-Dr-Birmingham-AL-35235/898907_zpid/
"736 71st Pl S, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,59702.0,59702,59702,845,3,2.0,2184,1967,,34,34 days on Zillow,DAYS_ON,952294,952294,https://www.zillow.com/homedetails/736-71st-Pl-S-Birmingham-AL-35206/952294_zpid/
"1737 Mcmillon Ave SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,74900.0,69891,69891,750,3,1.0,1068,1930,,35,35 days on Zillow,DAYS_ON,1000403,1000403,https://www.zillow.com/homedetails/1737-Mcmillon-Ave-SW-Birmingham-AL-35211/1000403_zpid/
"6323 Crest Green Rd # 83, Birmingham, AL 35212",35212,CONDO,FOR_SALE,Condo for sale,132000.0,132000,132000,1200,3,3.0,1380,1981,,35,35 days on Zillow,DAYS_ON,2091480802,2091480802,https://www.zillow.com/homedetails/6323-Crest-Green-Rd-83-Birmingham-AL-35212/2091480802_zpid/
"748 85th St S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,125000.0,119047,119047,814,3,1.0,1181,1951,"$3,000 (Jan 15)",35,Open: Sun. 2-4pm,OPEN_HOUSE,950751,950751,https://www.zillow.com/homedetails/748-85th-St-S-Birmingham-AL-35206/950751_zpid/
"6313 Crest Club Cir, Birmingham, AL 35212",35212,SINGLE_FAMILY,FOR_SALE,For sale by owner,190550.0,,,1229,3,2.0,1762,1978,,36,36 days on Zillow,DAYS_ON,958350,958350,https://www.zillow.com/homedetails/6313-Crest-Club-Cir-Birmingham-AL-35212/958350_zpid/
"2940 Shannon Wenonah Rd # 201163/137, Bessemer, AL 35022",35022,LOT,FOR_SALE,Lot / Land for sale,75000.0,,,795,,,,-1,,36,36 days on Zillow,DAYS_ON,2081763077,2081763077,https://www.zillow.com/homedetails/2940-Shannon-Wenonah-Rd-201163-137-Bessemer-AL-35022/2081763077_zpid/
"2940 Shannon Wenonah Rd LOT 201163/137, Bessemer, AL 35022",35022,LOT,FOR_SALE,Lot / Land for sale,75000.0,,,795,,,,-1,,36,36 days on Zillow,DAYS_ON,2081763157,2081763157,https://www.zillow.com/homedetails/2940-Shannon-Wenonah-Rd-LOT-201163-137-Bessemer-AL-35022/2081763157_zpid/
"861 Marion Ln, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,112901.0,112901,112901,950,,1.5,1110,1965,,37,37 days on Zillow,DAYS_ON,899390,899390,https://www.zillow.com/homedetails/861-Marion-Ln-Birmingham-AL-35235/899390_zpid/
"421 E Ventura Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,80684.0,80684,80684,850,3,1.0,1131,1956,,37,37 days on Zillow,DAYS_ON,899804,899804,https://www.zillow.com/homedetails/421-E-Ventura-Dr-Birmingham-AL-35235/899804_zpid/
"1360 Americana Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,159249.0,159249,159249,1250,3,3.0,1458,1991,,37,37 days on Zillow,DAYS_ON,903936,903936,https://www.zillow.com/homedetails/1360-Americana-Dr-Birmingham-AL-35215/903936_zpid/
"1348 Springville Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,79900.0,77797,77797,850,3,1.0,1383,1957,"$5,100 (Jan 15)",38,"$5,100 (Jan 15)",PRICE_REDUCTION,897316,897316,https://www.zillow.com/homedetails/1348-Springville-Rd-Birmingham-AL-35215/897316_zpid/
"1317 Pine Tree Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,129900.0,103421,103421,950,3,2.0,1596,1968,,38,38 days on Zillow,DAYS_ON,897063,897063,https://www.zillow.com/homedetails/1317-Pine-Tree-Dr-Birmingham-AL-35235/897063_zpid/
"929 Five Mile Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,59900.0,,,895,3,1.0,1199,1953,,38,38 days on Zillow,DAYS_ON,909718,909718,https://www.zillow.com/homedetails/929-Five-Mile-Rd-Birmingham-AL-35215/909718_zpid/
"1034 Mesa Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,For sale by owner,119000.0,116741,116741,1050,4,2.0,1976,1968,"$5,000 (Dec 14)",39,"$5,000 (Dec 14)",PRICE_REDUCTION,893770,893770,https://www.zillow.com/homedetails/1034-Mesa-Dr-Birmingham-AL-35235/893770_zpid/
"1509 August Cir, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Foreclosure,134900.0,149961,149961,1249,3,2.0,1529,1983,,42,42 days on Zillow,DAYS_ON,904179,904179,https://www.zillow.com/homedetails/1509-August-Cir-Birmingham-AL-35215/904179_zpid/
"1126 14th St N, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,125000.0,,,750,,,,-1,,42,42 days on Zillow,DAYS_ON,2081815915,2081815915,https://www.zillow.com/homedetails/1126-14th-St-N-Birmingham-AL-35204/2081815915_zpid/
"1423 32nd St N, Birmingham, AL 35234",35234,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,105461.0,105461,105461,964,4,2.0,2625,1930,,42,42 days on Zillow,DAYS_ON,935451,935451,https://www.zillow.com/homedetails/1423-32nd-St-N-Birmingham-AL-35234/935451_zpid/
"921 43rd St W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,87000.0,87000,87000,800,3,2.0,1609,1952,,43,43 days on Zillow,DAYS_ON,2081831794,2081831794,https://www.zillow.com/homedetails/921-43rd-St-W-Birmingham-AL-35208/2081831794_zpid/
"7530 5th Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,59500.0,55592,55592,750,3,1.0,1179,1948,,44,44 days on Zillow,DAYS_ON,952034,952034,https://www.zillow.com/homedetails/7530-5th-Ave-S-Birmingham-AL-35206/952034_zpid/
"909 Chichester Dr, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,117644.0,117644,117644,1047,4,2.0,1500,1972,,44,44 days on Zillow,DAYS_ON,933172,933172,https://www.zillow.com/homedetails/909-Chichester-Dr-Birmingham-AL-35214/933172_zpid/
"116 13th Ave NW, Center Point, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,87234.0,87234,87234,850,3,1.0,1102,1958,,44,44 days on Zillow,DAYS_ON,898151,898151,https://www.zillow.com/homedetails/116-13th-Ave-NW-Center-Point-AL-35215/898151_zpid/
"504 Eric Dr, Irondale, AL 35210",35210,SINGLE_FAMILY,FOR_SALE,House for sale,149900.0,149900,149900,1225,3,2.0,1764,1970,"$10,000 (Jan 13)",45,"$10,000 (Jan 13)",PRICE_REDUCTION,959413,959413,https://www.zillow.com/homedetails/504-Eric-Dr-Irondale-AL-35210/959413_zpid/
"420 Cheri Ln, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,63258.0,63258,63258,825,3,1.0,1090,1957,,45,45 days on Zillow,DAYS_ON,909347,909347,https://www.zillow.com/homedetails/420-Cheri-Ln-Birmingham-AL-35215/909347_zpid/
"1525 Cedargate Cir, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,154000.0,,,1200,3,3.0,1916,1984,"$6,000 (Jan 13)",46,"$6,000 (Jan 13)",PRICE_REDUCTION,894461,894461,https://www.zillow.com/homedetails/1525-Cedargate-Cir-Birmingham-AL-35235/894461_zpid/
"1280 Mims St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,69900.0,69900,69900,860,3,1.0,1715,1973,,46,46 days on Zillow,DAYS_ON,1006377,1006377,https://www.zillow.com/homedetails/1280-Mims-St-SW-Birmingham-AL-35211/1006377_zpid/
"1348 45th St W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,89900.0,88401,88401,950,4,2.0,2424,1926,"$5,000 (Jan 7)",47,"$5,000 (Jan 7)",PRICE_REDUCTION,2082697095,2082697095,https://www.zillow.com/homedetails/1348-45th-St-W-Birmingham-AL-35208/2082697095_zpid/
"3625 Maple Ave SW, Birmingham, AL 35221",35221,SINGLE_FAMILY,FOR_SALE,House for sale,76000.0,73222,73222,849,3,1.0,1152,1963,,48,48 days on Zillow,DAYS_ON,1010737,1010737,https://www.zillow.com/homedetails/3625-Maple-Ave-SW-Birmingham-AL-35221/1010737_zpid/
"933 Five Mile Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,79900.0,79314,79314,888,3,2.0,1149,1953,"$7,600 (Dec 30)",48,"$7,600 (Dec 30)",PRICE_REDUCTION,909717,909717,https://www.zillow.com/homedetails/933-Five-Mile-Rd-Birmingham-AL-35215/909717_zpid/
"505 Rosewell Ln, Irondale, AL 35210",35210,SINGLE_FAMILY,FOR_SALE,House for sale,129900.0,129900,129900,1049,3,1.0,1475,1968,,49,49 days on Zillow,DAYS_ON,959475,959475,https://www.zillow.com/homedetails/505-Rosewell-Ln-Irondale-AL-35210/959475_zpid/
"4005 39th Ct N, Birmingham, AL 35217",35217,SINGLE_FAMILY,FOR_SALE,House for sale,56000.0,52929,52929,795,3,1.0,1272,1940,,50,50 days on Zillow,DAYS_ON,954579,954579,https://www.zillow.com/homedetails/4005-39th-Ct-N-Birmingham-AL-35217/954579_zpid/
"230 9th Ct W, Birmingham, AL 35204",35204,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,121983.0,121983,121983,950,4,3.0,3941,1910,,50,50 days on Zillow,DAYS_ON,942348,942348,https://www.zillow.com/homedetails/230-9th-Ct-W-Birmingham-AL-35204/942348_zpid/
"1143 Violet Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,94500.0,93473,93473,900,4,2.0,2200,1963,,52,52 days on Zillow,DAYS_ON,905740,905740,https://www.zillow.com/homedetails/1143-Violet-Dr-Birmingham-AL-35215/905740_zpid/
"1167 13th St N, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,99900.0,,,750,3,,1048,1999,,52,52 days on Zillow,DAYS_ON,936616,936616,https://www.zillow.com/homedetails/1167-13th-St-N-Birmingham-AL-35204/936616_zpid/
"1155 13th St N, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,94900.0,,,750,,,,-1,,52,52 days on Zillow,DAYS_ON,2085154339,2085154339,https://www.zillow.com/homedetails/1155-13th-St-N-Birmingham-AL-35204/2085154339_zpid/
"1151 13th St N, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,99900.0,,,,,,2348,1920,,52,52 days on Zillow,DAYS_ON,936619,936619,https://www.zillow.com/homedetails/1151-13th-St-N-Birmingham-AL-35204/936619_zpid/
"1120 Beacon Pkwy E UNIT 406, Birmingham, AL 35209",35209,TOWNHOUSE,FOR_SALE,For sale by owner,174900.0,173609,173609,1200,2,2.0,1482,1979,,52,52 days on Zillow,DAYS_ON,80747754,80747754,https://www.zillow.com/homedetails/1120-Beacon-Pkwy-E-UNIT-406-Birmingham-AL-35209/80747754_zpid/
"325 Killough Cir, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,110000.0,108830,108830,895,4,2.0,1986,1940,,53,Video Walkthrough,VIDEO_WALKTHROUGH,905972,905972,https://www.zillow.com/homedetails/325-Killough-Cir-Birmingham-AL-35215/905972_zpid/
"5409 Woodward Rd, Birmingham, AL 35228",35228,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,84867.0,84867,84867,850,3,,1488,1957,,53,53 days on Zillow,DAYS_ON,1032231,1032231,https://www.zillow.com/homedetails/5409-Woodward-Rd-Birmingham-AL-35228/1032231_zpid/
"8029 3rd Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,69500.0,66160,66160,795,3,1.0,1216,1930,,57,57 days on Zillow,DAYS_ON,949544,949544,https://www.zillow.com/homedetails/8029-3rd-Ave-S-Birmingham-AL-35206/949544_zpid/
"637 Yellowstone Dr, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,194000.0,192520,192520,1350,3,3.0,2216,1965,,57,57 days on Zillow,DAYS_ON,969108,969108,https://www.zillow.com/homedetails/637-Yellowstone-Dr-Birmingham-AL-35206/969108_zpid/
"5549 Amber Hills Rd, Birmingham, AL 35210",35210,LOT,FOR_SALE,Lot / Land for sale,59000.0,,,900,3,,1209,1975,,58,58 days on Zillow,DAYS_ON,969620,969620,https://www.zillow.com/homedetails/5549-Amber-Hills-Rd-Birmingham-AL-35210/969620_zpid/
"7313 Sparta Ave, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,59959.0,55866,55866,750,2,1.0,810,1955,"$4,941 (Dec 18)",58,"$4,941 (Dec 18)",PRICE_REDUCTION,952468,952468,https://www.zillow.com/homedetails/7313-Sparta-Ave-Birmingham-AL-35206/952468_zpid/
"809 Bolin St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,94337.0,94337,94337,950,3,2.0,1704,1960,,58,58 days on Zillow,DAYS_ON,1001505,1001505,https://www.zillow.com/homedetails/809-Bolin-St-SW-Birmingham-AL-35211/1001505_zpid/
"2741 23rd St, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,79900.0,77809,77809,850,3,2.0,1236,1953,,58,58 days on Zillow,DAYS_ON,992793,992793,https://www.zillow.com/homedetails/2741-23rd-St-Birmingham-AL-35208/992793_zpid/
"7725 Division Ave, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,69900.0,67779,67779,825,3,2.0,1458,1910,"$5,000 (Jan 14)",59,"$5,000 (Jan 14)",PRICE_REDUCTION,952714,952714,https://www.zillow.com/homedetails/7725-Division-Ave-Birmingham-AL-35206/952714_zpid/
"8413 4th Ave N, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,75000.0,73333,73333,800,2,1.0,1600,1949,"$5,000 (Jan 15)",60,"$5,000 (Jan 15)",PRICE_REDUCTION,949277,949277,https://www.zillow.com/homedetails/8413-4th-Ave-N-Birmingham-AL-35206/949277_zpid/
"1136 Sherwood Forest Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,169900.0,,,1050,3,2.0,1815,1958,"$10,100 (Dec 16)",60,"$10,100 (Dec 16)",PRICE_REDUCTION,968814,968814,https://www.zillow.com/homedetails/1136-Sherwood-Forest-Dr-Birmingham-AL-35235/968814_zpid/
"5208 8th Ave, Birmingham, AL 35224",35224,SINGLE_FAMILY,FOR_SALE,House for sale,60000.0,56999,56999,825,5,2.0,1184,1959,,60,60 days on Zillow,DAYS_ON,1019089,1019089,https://www.zillow.com/homedetails/5208-8th-Ave-Birmingham-AL-35224/1019089_zpid/
"962 45th St W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,79500.0,78353,78353,875,3,2.0,1672,1950,,60,60 days on Zillow,DAYS_ON,2081990724,2081990724,https://www.zillow.com/homedetails/962-45th-St-W-Birmingham-AL-35208/2081990724_zpid/
"8413 4th Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,75000.0,70664,70664,795,2,1.0,1116,1949,"$5,000 (Jan 15)",60,"$5,000 (Jan 15)",PRICE_REDUCTION,174619965,174619965,https://www.zillow.com/homedetails/8413-4th-Ave-S-Birmingham-AL-35206/174619965_zpid/
"5712 Country Club Dr, Birmingham, AL 35228",35228,SINGLE_FAMILY,FOR_SALE,House for sale,56900.0,53659,53659,725,3,1.0,925,1956,,61,61 days on Zillow,DAYS_ON,174719113,174719113,https://www.zillow.com/homedetails/5712-Country-Club-Dr-Birmingham-AL-35228/174719113_zpid/
"428 4th Ave W, Birmingham, AL 35204",35204,SINGLE_FAMILY,FOR_SALE,House for sale,59900.0,56789,56789,825,3,2.0,1239,1950,,61,61 days on Zillow,DAYS_ON,942798,942798,https://www.zillow.com/homedetails/428-4th-Ave-W-Birmingham-AL-35204/942798_zpid/
"5708 Country Club Dr, Birmingham, AL 35228",35228,SINGLE_FAMILY,FOR_SALE,House for sale,52900.0,49113,49113,685,3,1.0,854,1956,,61,61 days on Zillow,DAYS_ON,174719114,174719114,https://www.zillow.com/homedetails/5708-Country-Club-Dr-Birmingham-AL-35228/174719114_zpid/
"1521 36th Pl N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,For sale by owner,95000.0,,,750,3,1.0,1092,1925,,62,62 days on Zillow,DAYS_ON,174626388,174626388,https://www.zillow.com/homedetails/1521-36th-Pl-N-Birmingham-AL-35234/174626388_zpid/
"952 Thomas Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,140000.0,135349,135349,1145,3,2.0,2012,1982,"$5,000 (Jan 9)",63,"$5,000 (Jan 9)",PRICE_REDUCTION,904122,904122,https://www.zillow.com/homedetails/952-Thomas-Dr-Birmingham-AL-35215/904122_zpid/
"6804 Dublin Ter, Birmingham, AL 35212",35212,SINGLE_FAMILY,FOR_SALE,Foreclosure,81000.0,,,1250,3,2.0,1700,1973,,63,63 days on Zillow,DAYS_ON,957562,957562,https://www.zillow.com/homedetails/6804-Dublin-Ter-Birmingham-AL-35212/957562_zpid/
"1328 Oak Ter, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,125000.0,124854,124854,1100,3,2.0,1772,1969,"$5,000 (Dec 30)",64,"$5,000 (Dec 30)",PRICE_REDUCTION,897389,897389,https://www.zillow.com/homedetails/1328-Oak-Ter-Birmingham-AL-35235/897389_zpid/
"5219 Court Q, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,64900.0,,,800,3,2.0,1082,1948,"$5,000 (Jan 14)",65,"$5,000 (Jan 14)",PRICE_REDUCTION,997459,997459,https://www.zillow.com/homedetails/5219-Court-Q-Birmingham-AL-35208/997459_zpid/
"713 Rebecca Rd, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,124900.0,122592,122592,1030,3,2.0,1092,1958,"$4,000 (Jan 8)",65,"$4,000 (Jan 8)",PRICE_REDUCTION,968864,968864,https://www.zillow.com/homedetails/713-Rebecca-Rd-Birmingham-AL-35206/968864_zpid/
"4925 Brittain St, Birmingham, AL 35217",35217,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,75799.0,75799,75799,795,3,1.0,1267,1963,,65,65 days on Zillow,DAYS_ON,947407,947407,https://www.zillow.com/homedetails/4925-Brittain-St-Birmingham-AL-35217/947407_zpid/
"1433 4th Pl NW, Center Point, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,108789.0,108789,108789,975,3,1.5,1825,1969,,65,65 days on Zillow,DAYS_ON,905217,905217,https://www.zillow.com/homedetails/1433-4th-Pl-NW-Center-Point-AL-35215/905217_zpid/
"1113 Jacque Cir, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,125000.0,124298,124298,995,3,2.0,1425,1962,,66,66 days on Zillow,DAYS_ON,968922,968922,https://www.zillow.com/homedetails/1113-Jacque-Cir-Birmingham-AL-35235/968922_zpid/
"8176 Rugby Ave, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,99000.0,,,750,3,1.0,1302,1950,"$5,500 (Jan 9)",68,"$5,500 (Jan 9)",PRICE_REDUCTION,950068,950068,https://www.zillow.com/homedetails/8176-Rugby-Ave-Birmingham-AL-35206/950068_zpid/
"8800 West Blvd, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,153497.0,153497,153497,1125,3,3.0,2496,1925,,69,69 days on Zillow,DAYS_ON,944117,944117,https://www.zillow.com/homedetails/8800-West-Blvd-Birmingham-AL-35206/944117_zpid/
"1633 7th Ave W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,189900.0,,,750,3,2.0,1450,1926,,71,71 days on Zillow,DAYS_ON,941241,941241,https://www.zillow.com/homedetails/1633-7th-Ave-W-Birmingham-AL-35208/941241_zpid/
"856 Twin Lake Dr NE, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Foreclosure,119900.0,,,1145,3,2.0,1936,1959,,72,72 days on Zillow,DAYS_ON,898066,898066,https://www.zillow.com/homedetails/856-Twin-Lake-Dr-NE-Birmingham-AL-35215/898066_zpid/
"1162 Circle Trl, Birmingham, AL 35214",35214,SINGLE_FAMILY,FOR_SALE,House for sale,132900.0,131346,131346,1079,3,2.0,1111,1981,,72,72 days on Zillow,DAYS_ON,932072,932072,https://www.zillow.com/homedetails/1162-Circle-Trl-Birmingham-AL-35214/932072_zpid/
"224 16th Ave SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,147964.0,147964,147964,1180,3,2.0,1778,1979,,72,72 days on Zillow,DAYS_ON,1001857,1001857,https://www.zillow.com/homedetails/224-16th-Ave-SW-Birmingham-AL-35211/1001857_zpid/
"1013 43rd Street Ensley, Birmingham, AL 35208",35208,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,80090.0,80090,80090,875,3,1.5,1731,1945,,72,72 days on Zillow,DAYS_ON,996320,996320,https://www.zillow.com/homedetails/1013-43rd-Street-Ensley-Birmingham-AL-35208/996320_zpid/
"632 Shadywood Ln, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,142768.0,142768,142768,1125,3,2.0,1478,1958,,72,72 days on Zillow,DAYS_ON,969214,969214,https://www.zillow.com/homedetails/632-Shadywood-Ln-Birmingham-AL-35206/969214_zpid/
"4904 Michigan Ave, Birmingham, AL 35224",35224,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,83418.0,83418,83418,850,3,2.0,1176,2010,,72,72 days on Zillow,DAYS_ON,112338667,112338667,https://www.zillow.com/homedetails/4904-Michigan-Ave-Birmingham-AL-35224/112338667_zpid/
"412 Sunbrook Ave, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,86811.0,86811,86811,885,3,1.5,1140,1958,,72,72 days on Zillow,DAYS_ON,908952,908952,https://www.zillow.com/homedetails/412-Sunbrook-Ave-Birmingham-AL-35215/908952_zpid/
"2724 20th Pl W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,85000.0,81839,81839,899,2,2.0,1828,1952,,73,73 days on Zillow,DAYS_ON,2082119746,2082119746,https://www.zillow.com/homedetails/2724-20th-Pl-W-Birmingham-AL-35208/2082119746_zpid/
"501 Eric Dr, Irondale, AL 35210",35210,SINGLE_FAMILY,FOR_SALE,House for sale,139000.0,139000,139000,1103,3,2.0,1728,1968,,73,73 days on Zillow,DAYS_ON,959399,959399,https://www.zillow.com/homedetails/501-Eric-Dr-Irondale-AL-35210/959399_zpid/
"605 3rd St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,82000.0,80284,80284,950,4,3.0,3132,1930,"$20,000 (Dec 10)",74,"$20,000 (Dec 10)",PRICE_REDUCTION,990665,990665,https://www.zillow.com/homedetails/605-3rd-St-SW-Birmingham-AL-35211/990665_zpid/
"537 16th Ave NW, Center Point, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,99900.0,99900,99900,925,3,2.0,1293,1972,"$10,000 (Dec 15)",75,"$10,000 (Dec 15)",PRICE_REDUCTION,905015,905015,https://www.zillow.com/homedetails/537-16th-Ave-NW-Center-Point-AL-35215/905015_zpid/
"920 Lawson Rd # 0, Birmingham, AL 35217",35217,LOT,FOR_SALE,Lot / Land for sale,125000.0,,,795,0,,,-1,,76,76 days on Zillow,DAYS_ON,2082155238,2082155238,https://www.zillow.com/homedetails/920-Lawson-Rd-0-Birmingham-AL-35217/2082155238_zpid/
"920 Lawson Rd LOT 0, Birmingham, AL 35217",35217,LOT,FOR_SALE,Lot / Land for sale,125000.0,,,795,,,,-1,,77,77 days on Zillow,DAYS_ON,2082158347,2082158347,https://www.zillow.com/homedetails/920-Lawson-Rd-LOT-0-Birmingham-AL-35217/2082158347_zpid/
"901 Springville Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,83000.0,81898,81898,795,3,2.0,975,1965,"$6,000 (Dec 19)",77,"$6,000 (Dec 19)",PRICE_REDUCTION,898315,898315,https://www.zillow.com/homedetails/901-Springville-Rd-Birmingham-AL-35215/898315_zpid/
"3522 17th Ave N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,155000.0,,,725,3,2.0,1297,1935,,77,77 days on Zillow,DAYS_ON,955084,955084,https://www.zillow.com/homedetails/3522-17th-Ave-N-Birmingham-AL-35234/955084_zpid/
"820 Worchester Ct, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,120000.0,125000,125000,1000,3,3.0,1544,1968,"$5,000 (Jan 17)",77,"$5,000 (Jan 17)",PRICE_REDUCTION,899684,899684,https://www.zillow.com/homedetails/820-Worchester-Ct-Birmingham-AL-35235/899684_zpid/
"509 Annie Laura Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,65000.0,61911,61911,875,3,1.0,1087,1954,,78,78 days on Zillow,DAYS_ON,910278,910278,https://www.zillow.com/homedetails/509-Annie-Laura-Dr-Birmingham-AL-35215/910278_zpid/
"236 Mamie Ln, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,80000.0,86154,86154,975,3,2.0,1843,1967,,78,78 days on Zillow,DAYS_ON,906944,906944,https://www.zillow.com/homedetails/236-Mamie-Ln-Birmingham-AL-35215/906944_zpid/
